Date,Open,High,Low,Close,Adj Close,Volume
2007-03-14,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-15,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-16,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-19,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-20,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-21,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-22,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-23,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-26,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-27,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-28,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-29,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-03-30,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-02,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-03,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-04,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-05,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-06,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-09,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-10,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-11,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-12,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-13,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-16,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-17,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-18,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-19,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-20,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-23,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-24,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-25,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-26,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-27,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-04-30,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-01,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-02,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-03,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-04,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-07,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-08,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-09,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-10,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-11,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-14,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-15,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-16,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-17,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-18,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-21,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-22,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-23,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-24,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-25,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-28,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-29,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-30,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-05-31,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-01,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-04,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-05,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-06,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-07,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-08,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-11,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-12,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-13,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-14,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-15,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-18,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-19,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-20,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-21,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-22,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-25,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-26,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-27,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-28,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-06-29,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-07-02,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-07-03,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-07-04,0.997500,1.012500,0.982500,0.997500,0.997500,0
2007-07-05,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-07-06,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-07-09,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-07-10,0.982500,0.982500,0.982500,0.982500,0.982500,0
2007-07-11,0.982500,0.982500,0.982500,0.982500,0.982500,0
